Shop name,Shop ID,Shop ID,Order Count,Count of misc payment,Sales (excl. tax),Tax on sales,Sales (incl. tax),Order error adjustments,Tax on order error adjustments,Order error adjustments (incl. tax),Price adjustments (excl. tax),Tax on price adjustments,Price adjustments (incl. tax),Offers on items (incl. tax),Tax on offers on items,Delivery offer redemptions (incl. tax),Tax on delivery offer redemptions,Offer Redemption Fee,Marketing adjustment,Bag fee,Marketplace Fee,Tax on Marketplace Fee,Delivery network fee,Tax on delivery network fee,Order processing fee,Total sales after adjustments (incl. tax),Capital payments,Other payments,Marketplace facilitator tax,Backup withholding tax,Total payout ,Payout date,Payout reference ID
McDonald's® (Rosemd & Duarte),4b892c34-4a74-43a3-b849-f14a67f7a96b,13304,211,14,5245.68,497.34,5743.02,-14.08,-1.92,-16,0,0,0,-731.16,-73.65,0,0,0,0,0,-694.23,0,0,0,0,5011.86,0,-20.08,-421.77,0,3786.13,18/08/2025,NNA3IPD7XKTB2SS
McDonald's® (Rosemd & Duarte),4b892c34-4a74-43a3-b849-f14a67f7a96b,13304,202,15,4956.64,468.88,5425.52,-10.16,-2.32,-12.48,0,0,0,-761.23,-76.42,0,0,0,0,0,-641.39,0,0,0,0,4664.29,0,-19.22,-390.14,0,3529.64,25/08/2025,W1ZUI1GN9N010GM
McDonald's® (Valley/Walnut Grove),17f08fe8-346f-47b6-be77-2331065e0215,25534,161,12,3853.19,355.27,4208.46,15.86,-0.92,14.94,0,0,0,-474.31,-46.39,0,0,0,0,0,-518.15,0,0,0,0,3734.15,0,-20.02,-307.96,0,2856.57,18/08/2025,FMXQQW1LWAV1WED
McDonald's® (Valley/Walnut Grove),17f08fe8-346f-47b6-be77-2331065e0215,25534,154,13,3883.36,351.88,4235.24,-53.34,-4.95,-58.29,0,0,0,-633.28,-62.78,0,0,0,0,0,-500.43,0,0,0,0,3601.96,0,-19.97,-284.15,0,2676.34,25/08/2025,KTXF7EYGBGZ4MDA
McDonald's® (San Gabrl/San Ga),1f8ab679-c108-4b76-a4ba-62f48e2c9357,11375,57,11,1363.7,132.24,1495.94,-14.91,-1.01,-15.92,0,0,0,-191.22,-19.38,0,0,0,0,0,-181.93,0,0,0,0,1304.72,0,-11,-111.85,0,964.64,18/08/2025,WI23JL2CKGLTHOY
McDonald's® (San Gabrl/San Ga),1f8ab679-c108-4b76-a4ba-62f48e2c9357,11375,57,13,1334.97,125.62,1460.59,-18.09,-2.57,-20.66,0,0,0,-169.66,-17.13,0,0,0,0,0,-179.71,0,0,0,0,1290.93,0,-8.89,-105.92,0,963.62,25/08/2025,U4BNV4E3V8HWPUY
McDonald's® (S Pasadena-F Oak),d0d08d0d-9b9f-47b0-8958-33b9e25f2f35,942,142,14,3406.73,325.81,3732.54,-64.93,-7.22,-72.15,0,0,0,-390.64,-39.49,0,0,0,0,0,-469.26,0,0,0,0,3341.9,0,-20,-279.1,0,2461.9,18/08/2025,8REVWAY00OZ72ER
McDonald's® (S Pasadena-F Oak),d0d08d0d-9b9f-47b0-8958-33b9e25f2f35,942,122,13,2763.76,256.79,3020.55,2.63,-3.58,-0.95,0,0,0,-362.51,-35.47,0,0,0,0,0,-371.55,0,0,0,0,2658.04,0,-20.26,-217.74,0,2022.07,25/08/2025,OB5N3WW47WSYUR6
McDonald's® (Pasadena/Lake),99e3a709-e1ea-41dd-81f2-9d65086dad02,804,308,14,7656.68,743.78,8400.46,-70.41,-8.42,-78.83,0,0,0,-1066.74,-106.52,0,0,0,0,0,-1005.11,0,0,0,0,7333.72,0,-42.18,-628.84,0,5472.24,18/08/2025,HEZ2NAY52N8L0JQ
McDonald's® (Pasadena/Lake),99e3a709-e1ea-41dd-81f2-9d65086dad02,804,286,14,6542.14,633.55,7175.69,-64.36,-6.22,-70.58,0,0,0,-835.09,-83.54,0,0,0,0,0,-874.16,0,0,0,0,6340.6,0,-38.94,-543.79,0,4729.59,25/08/2025,FKIWII6ZVLU7JFH
McDonald's® (W. Altadena),b4515eb1-36b4-4dc5-afd1-ba6e92b00830,11949,152,14,3562.71,334.3,3897.01,-32.02,-3.8,-35.82,0,0,0,-403.72,-39.41,0,0,0,0,0,-482.49,0,0,0,0,3493.29,0,-10.85,-291.09,0,2633.63,18/08/2025,CVCTJLR6RXZJVNB
McDonald's® (W. Altadena),b4515eb1-36b4-4dc5-afd1-ba6e92b00830,11949,129,14,2961.53,275.36,3236.89,-60.06,-5.8,-65.86,0,0,0,-355.35,-35.65,0,0,0,0,0,-397.86,0,0,0,0,2881.54,0,-30.37,-233.91,0,2117.89,25/08/2025,133C7AC1998MFGB
McDonald's® (2310 W. COMMONWEALTH),2a9bba74-69c2-42f3-b196-92daa39c535e,34882,168,11,4201.43,413.33,4614.76,-0.86,-3.15,-4.01,0,0,0,-781.4,-80.64,0,0,0,0,0,-527.11,0,0,0,0,3833.36,0,-19.31,-329.54,0,2872.75,18/08/2025,IMYVJBDYAD6T838
McDonald's® (2310 W. COMMONWEALTH),2a9bba74-69c2-42f3-b196-92daa39c535e,34882,147,15,3582.02,350.28,3932.3,-92.51,-9.21,-101.72,0,0,0,-624.85,-63.83,0,0,0,0,0,-451.89,0,0,0,0,3307.45,0,-19.87,-277.24,0,2402.9,25/08/2025,QHSVW3MGYHYX0SU
McDonald's® (Glendora),e564063f-c4db-401f-b30c-98b41e888739,17547,86,12,2203.38,214.65,2418.03,-27.42,-2.96,-30.38,0,0,0,-354.73,-35.54,0,0,0,0,0,-282.96,0,0,0,0,2063.3,0,-10.94,-176.15,0,1527.33,18/08/2025,ME6RDESGCIVZQ1S
McDonald's® (Glendora),e564063f-c4db-401f-b30c-98b41e888739,17547,85,9,2111.96,205.42,2317.38,-16.56,-2.45,-19.01,0,0,0,-312.71,-31.42,0,0,0,0,0,-276.06,0,0,0,0,2004.67,0,-9.45,-171.55,0,1507.18,25/08/2025,L9QG7783B722NFY
McDonald's® (L.A. - Huntington),7fbe53bb-1cdd-4da6-958c-13669c7839c0,4310,198,14,4995.43,473.97,5469.4,-26.48,-4.6,-31.08,0,0,0,-748.31,-72.98,0,0,0,0,19.8,-656.34,0,0,0,0,4740.89,0,-38.73,-396.39,0,3545.37,18/08/2025,PCTQ9BUWMHKTLWJ
McDonald's® (L.A. - Huntington),7fbe53bb-1cdd-4da6-958c-13669c7839c0,4310,226,14,5206.61,477.08,5683.69,-77.87,-7.03,-84.9,0,0,0,-851.87,-83.4,0,0,0,0,22.6,-669.74,0,0,0,0,4854.42,0,-40.35,-386.65,0,3594.38,25/08/2025,6HG2UCN04KUU48I
McDonald's® (L.A. - 50Th/Figueroa),72df6cad-e604-4e19-97cc-42b8e674a5ce,26929,246,14,5853.05,524.4,6377.45,-23.17,-4.15,-27.32,0,0,0,-812.07,-77.34,0,0,0,0,24.6,-775.14,0,0,0,0,5589.98,0,-240.38,-442.91,0,4026.89,18/08/2025,MYS7O0ELA7YZG9D
McDonald's® (L.A. - 50Th/Figueroa),72df6cad-e604-4e19-97cc-42b8e674a5ce,26929,190,15,4504.66,408.91,4913.57,-38.18,-3.53,-41.71,0,0,0,-713.94,-69.41,0,0,0,0,19,-582.95,0,0,0,0,4218.63,0,-256.24,-335.97,0,2942.35,25/08/2025,E45LUDOC5P54GD3
McDonald's® (Pasadena),8b199a27-009b-49be-97ce-823d7a753aea,15449,286,14,7112.27,697.59,7809.86,-33.06,-4.99,-38.05,0,0,0,-1079.14,-109.72,0,0,0,0,0,-925.46,0,0,0,0,6730.72,0,-40.43,-582.88,0,5034.18,18/08/2025,NCFVFZQ3R2ZIKU0
McDonald's® (Pasadena),8b199a27-009b-49be-97ce-823d7a753aea,15449,237,15,5545.32,534.07,6079.39,-71.74,-7.13,-78.87,0,0,0,-964.79,-97.97,0,0,0,0,0,-701.32,0,0,0,0,5114.6,0,-40.27,-428.97,0,3772.2,25/08/2025,FKKVIPJGGU6QEIP
